state,class,gender,age,paid,logpaid
STATE 13,C1 ,F,73,503.49,6.221563851
STATE 15,C6 ,M,73,500,6.214608098
STATE 07,C6 ,F,73,497.85,6.210298827
STATE 15,C11,M,73,495.81,6.206192789
STATE 14,C6 ,F,73,492.69,6.199880173
STATE 02,C11,F,73,491.63,6.197726401
STATE 03,C11,M,73,485.84,6.185879352
STATE 15,F6 ,M,73,480,6.173786104
STATE 02,C11,F,73,471.9,6.156767099
STATE 02,C11,F,73,471.19,6.15526141
STATE 15,C1B,M,73,468.2,6.148895555
STATE 15,C1 ,M,73,446.71,6.101909614
STATE 04,C6 ,M,73,441.8,6.090857291
STATE 15,C7 ,M,73,419.15,6.038228851
STATE 06,C1B,M,73,403.3,5.999680702
STATE 04,C6 ,F,73,398.99,5.988936354
STATE 04,C11,M,73,398.1,5.98670323
STATE 02,C6 ,M,73,384.97,5.953165409
STATE 03,C6 ,M,73,378.57,5.936400996
STATE 02,C1 ,F,73,375,5.926926026
STATE 15,C11,F,73,365.89,5.902332742
STATE 02,C6 ,M,73,359.83,5.885631698
STATE 15,C6 ,M,73,358.7,5.882486385
STATE 03,C11,M,73,348.09,5.852461067
STATE 15,C11,M,73,346.63,5.848257929
STATE 02,C11,M,73,343.15,5.838167669
STATE 15,C11,M,73,339.72,5.828121749
STATE 15,C1 ,M,73,337.78,5.822394796
STATE 15,C6 ,F,73,336.83,5.819578352
STATE 06,C6 ,M,73,294.83,5.686398919
STATE 15,C2 ,M,73,284.54,5.650873841
STATE 15,C6 ,F,73,228,5.429345629
STATE 10,C11,M,73,221.3,5.399519247
STATE 15,C11,M,73,196.14,5.27882869
STATE 10,C6 ,M,73,177.6,5.179533831
STATE 03,C6 ,M,73,177.42,5.178519803
STATE 15,C1C,M,73,168.53,5.127113775
STATE 02,C1 ,F,73,152.12,5.024669683
STATE 04,C11,M,73,149.85,5.009634794
STATE 03,C11,M,73,146.25,4.985317486
STATE 15,C6 ,M,73,139.79,4.940141296
STATE 06,C6 ,M,73,131.76,4.880982086
STATE 01,F6 ,M,73,73.54,4.297829476
STATE 07,F6 ,M,73,50,3.912023005
STATE 15,C6 ,F,73,41.12,3.716494621
STATE 15,C1 ,M,73,22.79,3.126321843
STATE 13,C6 ,F,72,33137.5,10.40842085
STATE 12,C1B,M,72,16161.53,9.690389006
STATE 15,C6 ,M,72,15031.42,9.617897956
STATE 02,C1B,F,72,11511.81,9.351128744
STATE 04,C11,M,72,9960.93,9.20642572
STATE 02,C6 ,F,72,7293.43,8.894729222
STATE 17,C11,M,72,7017.57,8.856172283
STATE 06,C6 ,M,72,6613.76,8.796907606
STATE 15,C6 ,M,72,6466.1,8.774328424
STATE 14,C11,F,72,6283.59,8.745696752
STATE 01,C7 ,F,72,6258.64,8.741718188
STATE 04,C6 ,M,72,5794.99,8.66474903
STATE 15,C6 ,F,72,4750,8.465899897
STATE 17,C11,M,72,4710.29,8.457504756
STATE 03,C6 ,F,72,4551.51,8.423214325
STATE 04,C6 ,M,72,4188.37,8.340066916
STATE 06,C6 ,M,72,4184.44,8.339128163
STATE 02,C6 ,M,72,4006.3,8.295623401
STATE 10,C1 ,M,72,3816.26,8.247026164
STATE 02,C11,M,72,3754.51,8.230713063
STATE 15,C6 ,F,72,3495.14,8.159128711
STATE 15,C1 ,M,72,3324.48,8.10906855
STATE 15,C1B,F,72,3140.66,8.052188248
STATE 15,C6 ,F,72,3090.25,8.036007273
STATE 02,C11,M,72,3065,8.027802848
STATE 15,C6 ,M,72,3029.44,8.016133063
STATE 07,C6 ,F,72,3000,8.006367568
STATE 15,C6 ,F,72,2840.67,7.951795219
STATE 02,C6 ,F,72,2542.46,7.840887395
STATE 17,C6 ,M,72,2541.47,7.840497933
STATE 02,C11,F,72,2525.65,7.834253734
STATE 04,C6 ,M,72,2504.55,7.825864357
STATE 02,C6 ,M,72,2313.75,7.746624864
STATE 15,C6 ,M,72,2276.74,7.730499874
STATE 02,C6 ,M,72,2176.36,7.685409035
STATE 15,C6 ,F,72,2137.4,7.667345416
STATE 03,C2 ,M,72,2110.88,7.654860201
STATE 02,C11,M,72,2106.46,7.652764092
STATE 15,C7 ,F,72,2093.36,7.64652571
STATE 17,C11,M,72,2050.74,7.625955983
STATE 04,C6 ,F,72,1983.49,7.592613198
STATE 15,C6 ,M,72,1971.75,7.586676752
STATE 02,C6 ,M,72,1956,7.578656851
STATE 07,C11,M,72,1914.81,7.55737368
STATE 06,C71,M,72,1870.58,7.534003822
STATE 17,C6 ,M,72,1789.15,7.489495926
STATE 17,C11,F,72,1747.35,7.465855634
STATE 17,C6 ,M,72,1725.53,7.453289529
STATE 17,C6 ,F,72,1717.59,7.448677424
STATE 17,C6 ,F,72,1692.18,7.433772917
STATE 14,F11,M,72,1655.51,7.411864397
STATE 15,C11,F,72,1650,7.408530567
STATE 02,C6 ,F,72,1622.73,7.391865195
STATE 17,C11,M,72,1599.63,7.377527631
STATE 04,F6 ,M,72,1559.85,7.352344942
STATE 17,C6 ,F,72,1552.65,7.347718427
STATE 03,C6 ,M,72,1550,7.34601021
STATE 06,C11,F,72,1533.34,7.335203642
STATE 17,C2 ,M,72,1521.74,7.327609696
STATE 03,C11,M,72,1518.12,7.325228006
STATE 15,C6 ,F,72,1516.48,7.324147139
STATE 17,C6 ,M,72,1497.35,7.311452158
STATE 06,C6 ,M,72,1396.66,7.241838951
STATE 06,C6 ,M,72,1379.9,7.229766312
STATE 15,C6 ,F,72,1366.86,7.220271417
STATE 06,C6 ,M,72,1365.8,7.219495617
STATE 15,C6 ,M,72,1311.22,7.178713281
STATE 15,C6 ,F,72,1310.25,7.177973238
STATE 15,C6 ,M,72,1188.97,7.080842665
STATE 06,C1 ,M,72,1188.74,7.080649202
STATE 02,C6 ,M,72,1185.87,7.078231961
STATE 15,C11,F,72,1159.03,7.055338727
STATE 17,C6 ,M,72,1117.01,7.018410752
STATE 06,C1 ,M,72,1116.25,7.017730132
STATE 15,C1 ,M,72,1115.89,7.017407572
STATE 02,C11,M,72,1110.83,7.012862763
STATE 15,C11,F,72,1098.29,7.001509704
STATE 12,C11,M,72,1094.48,6.998034644
STATE 17,C6 ,F,72,1093.93,6.997531996
STATE 15,C6 ,F,72,1088.73,6.992767158
STATE 02,C1 ,M,72,1074.35,6.979471107
STATE 15,C11,M,72,1045.19,6.951953966
STATE 07,C71,M,72,1043.75,6.950575276
STATE 15,C11,M,72,1016.43,6.924051767
STATE 15,C11,M,72,1013.28,6.920947873
STATE 04,C11,M,72,939.24,6.845071038
STATE 02,C1B,M,72,860.67,6.757711156
STATE 03,C6 ,F,72,858.41,6.755081841
STATE 07,C6 ,F,72,856.43,6.752772586
STATE 15,C11,M,72,848.87,6.743906053
STATE 15,C11,M,72,831.8,6.723592027
STATE 03,C6 ,M,72,828.41,6.719508201
STATE 01,F1 ,F,72,796.8,6.680603706
STATE 14,C6 ,M,72,770.73,6.647338118
STATE 15,C11,F,72,764.62,6.639378978
STATE 03,F6 ,M,72,759.57,6.632752484
STATE 04,C11,F,72,746.6,6.615529566
STATE 04,C6 ,M,72,730,6.593044534
STATE 14,C11,M,72,726.13,6.587729062
STATE 15,C6 ,F,72,705.76,6.559275236
STATE 15,C6 ,M,72,698.2,6.548505595
STATE 15,C6 ,F,72,668.74,6.505395345
STATE 15,C6 ,F,72,659.07,6.49082975
STATE 15,C2 ,M,72,653.18,6.481852742
STATE 03,C6 ,F,72,636.15,6.455434385
STATE 04,F6 ,M,72,613.65,6.419424733
STATE 15,C6 ,M,72,610.16,6.413721218
STATE 15,C11,M,72,591.15,6.382069792
STATE 03,F6 ,M,72,588.19,6.377050025
STATE 02,F6 ,M,72,582.62,6.367535173
STATE 07,F11,F,72,551.4,6.312460499
STATE 15,C6 ,M,72,544.11,6.299151432
STATE 15,C6 ,F,72,540.38,6.292272596
STATE 04,C11,F,72,527.11,6.267409255
STATE 15,C6 ,F,72,524.69,6.262807612
STATE 15,C6 ,F,72,500,6.214608098
STATE 07,C6 ,F,72,477.8,6.169192235
STATE 02,C6 ,M,72,471.35,6.155600918
STATE 15,C6 ,F,72,470.84,6.154518334
STATE 10,C6 ,F,72,439.45,6.085523945
STATE 04,C11,F,72,419.92,6.040064217
STATE 12,C11,M,72,417.97,6.03540966
STATE 14,C6 ,F,72,404,6.001414878
STATE 17,C6 ,F,72,394.48,5.977568442
STATE 02,C72,M,72,393.5,5.975081068
STATE 07,C11,F,72,386.35,5.956743694
STATE 15,C6 ,F,72,379.28,5.938274719
STATE 01,C6 ,M,72,378.67,5.936665113
STATE 02,C6 ,M,72,368.45,5.909305017
STATE 15,C6 ,M,72,362.46,5.892914123
STATE 15,C1 ,M,72,360.83,5.888406933
STATE 04,C6 ,F,72,332.72,5.807301295
STATE 02,C11,F,72,331.57,5.803838949
STATE 07,F6 ,M,72,312.7,5.745244264
STATE 12,C6 ,M,72,309.67,5.735507214
STATE 17,C71,F,72,292.44,5.678259517
STATE 10,C11,M,72,267.68,5.589792237
STATE 17,C11,M,72,265.23,5.580597374
STATE 07,C11,F,72,264.91,5.579390146
STATE 15,C7B,M,72,261.64,5.566969513
STATE 02,C1B,M,72,260.56,5.562833161
STATE 15,C11,M,72,248.69,5.516207141
STATE 15,F11,M,72,243.38,5.494624008
STATE 15,C6 ,M,72,235.51,5.461753375
STATE 12,C1 ,M,72,225.16,5.416811261
STATE 07,F11,F,72,224.66,5.414588148
STATE 02,C11,M,72,221.7,5.401325117
STATE 10,C1 ,F,72,221.04,5.398343681
STATE 07,C6 ,M,72,217.44,5.38192295
STATE 13,C11,M,72,217.21,5.380864628
STATE 03,C11,F,72,210,5.347107531
STATE 12,C11,M,72,195,5.272999559
STATE 04,C6 ,M,72,189.57,5.244758349
STATE 07,C6 ,M,72,187.73,5.23500476
STATE 17,C6 ,F,72,171.35,5.143708248
STATE 02,C1 ,M,72,162.59,5.091231695
STATE 15,C1 ,M,72,150.95,5.016948656
STATE 04,C6 ,F,72,137.1,4.920710587
STATE 15,C1 ,M,72,123.92,4.819636196
STATE 15,C1 ,M,72,120.76,4.793805105
STATE 10,C6 ,M,72,111.3,4.712229258
STATE 15,C6 ,M,72,103.75,4.641984159
STATE 15,C6 ,M,72,98.22,4.587209861
STATE 15,C6 ,F,72,96.45,4.569024739
STATE 04,F6 ,M,72,75,4.317488114
STATE 07,C6 ,F,72,51.37,3.939054344
STATE 02,F1 ,M,72,50,3.912023005
STATE 04,C11,F,72,50,3.912023005
STATE 04,C11,F,72,22.55,3.115735066
STATE 04,C6 ,F,72,20.93,3.041183536
STATE 15,C6 ,M,72,15,2.708050201
STATE 07,C6 ,F,71,13303.17,9.495757632
STATE 06,C1 ,F,71,11511.72,9.351120926
STATE 02,C11,F,71,8034.83,8.991541121
STATE 03,C6 ,M,71,7751.01,8.955578436
STATE 15,C71,M,71,7135.59,8.872850217
STATE 15,C11,M,71,6768.71,8.820065801
STATE 12,C6 ,F,71,6593.17,8.793789544
STATE 15,C11,M,71,6463.21,8.773881377
STATE 06,C6 ,M,71,6267.53,8.743137617
STATE 02,C6 ,F,71,6210.66,8.734022449
STATE 17,C6 ,F,71,6090.02,8.714406645
STATE 06,C1 ,F,71,5812.6,8.667783254
STATE 15,C1 ,F,71,5344.67,8.583855082
STATE 15,F11,M,71,5175.2,8.551633265
STATE 04,C11,M,71,4924.74,8.50202676
STATE 06,C6 ,F,71,4635.37,8.441471302
STATE 06,C7 ,F,71,4543.95,8.421551957
STATE 01,F11,M,71,3872.81,8.261735621
STATE 15,C6 ,M,71,3806.45,8.244452275
STATE 15,C6 ,M,71,3510.27,8.163448237
STATE 04,C6 ,M,71,3387.75,8.127921263
STATE 15,C11,F,71,3103.56,8.040305119
STATE 15,F11,M,71,2978.34,7.999121377
STATE 02,C6 ,F,71,2968.49,7.995808685
STATE 07,C11,F,71,2960.83,7.993224913
STATE 03,C6 ,F,71,2909.74,7.975819009
STATE 15,C6 ,F,71,2718.87,7.907971632
STATE 04,F6 ,M,71,2570.92,7.85201909
STATE 17,C11,M,71,2489.27,7.819744774
STATE 04,C11,M,71,2436.6,7.798358904
STATE 07,F6 ,F,71,2390,7.779048645
STATE 15,C6 ,M,71,2299.2,7.740316515
STATE 06,C1 ,M,71,2274.7,7.729603455
STATE 15,C11,M,71,2194.43,7.693677611
STATE 13,F11,M,71,2152.38,7.674329486
STATE 13,C1B,M,71,2097.21,7.648363169
STATE 15,C7 ,F,71,1945.2,7.573120079
STATE 03,C6 ,M,71,1881.4,7.53977146
STATE 15,C1A,M,71,1837.28,7.516041496
STATE 15,C1 ,M,71,1824.53,7.509077699
STATE 04,C1B,M,71,1812.15,7.502269265
STATE 02,C6 ,M,71,1765.57,7.476228863
STATE 04,C71,M,71,1727.33,7.454332143
STATE 10,C6 ,M,71,1700.22,7.438512933
STATE 15,C6 ,M,71,1676.39,7.424397951
STATE 02,C6 ,M,71,1676,7.424165281
STATE 06,C1 ,M,71,1655.87,7.412081829
STATE 17,C11,M,71,1643.5,7.404583393
STATE 14,F6 ,M,71,1627,7.394493107
STATE 02,C7 ,F,71,1618.47,7.389236538
STATE 12,C6 ,M,71,1578.3,7.364103597
STATE 02,C6 ,M,71,1505.43,7.316833851
STATE 15,C11,F,71,1484.96,7.303143115
STATE 15,C11,M,71,1424.51,7.261583174
STATE 02,C6 ,M,71,1379.86,7.229737324
STATE 02,C11,M,71,1364.79,7.21875585
STATE 15,C6 ,F,71,1362.3,7.216929727
STATE 02,C6 ,F,71,1353.43,7.21039739
STATE 02,F6 ,M,71,1331.73,7.194234128
STATE 13,C6 ,M,71,1308.64,7.176743709
STATE 15,C6 ,F,71,1288.68,7.161373718
STATE 02,C11,M,71,1265.9,7.143538611
STATE 02,C6 ,F,71,1238.87,7.121954953
STATE 15,C1 ,M,71,1235.07,7.118882928
STATE 15,C1 ,M,71,1217.1,7.104226259
STATE 15,C6 ,M,71,1215.4,7.10282852
STATE 01,C11,F,71,1206.44,7.095429153
STATE 15,C6 ,M,71,1172.96,7.067285747
STATE 02,C11,F,71,1153.12,7.050226591
STATE 17,C6 ,F,71,1140.02,7.038801085
STATE 03,C11,M,71,1114.88,7.016502055
STATE 06,C71,M,71,1097.59,7.000872146
STATE 06,C11,F,71,1097.41,7.000708137
STATE 04,C6 ,M,71,1069.46,6.974909127
STATE 02,C1 ,M,71,1031.69,6.938953513
STATE 02,C11,M,71,1016,6.923628628
STATE 15,C11,F,71,1015,6.922643891
STATE 04,C7 ,M,71,1002.85,6.910601225
STATE 02,F6 ,M,71,989.53,6.897230083
STATE 10,C6 ,M,71,923.79,6.828484773
STATE 15,C6 ,F,71,913.17,6.816922063
STATE 02,C6 ,F,71,910.01,6.813455588
STATE 03,C11,M,71,900,6.802394763
STATE 14,C11,F,71,869.93,6.768412749
STATE 15,C11,F,71,861.79,6.759011621
STATE 17,C6 ,M,71,857.4,6.753904554
STATE 02,C11,F,71,856.81,6.75321619
STATE 12,C6 ,M,71,841.73,6.735459298
STATE 15,C11,M,71,812.98,6.700706509
STATE 01,C1 ,F,71,797.42,6.681381516
STATE 06,C1 ,M,71,787.22,6.668507752
STATE 07,C6 ,F,71,784.39,6.664906346
STATE 15,C6 ,F,71,769.13,6.645260006
STATE 02,C6 ,M,71,766.9,6.642356415
STATE 15,C1B,M,71,763.66,6.638122664
STATE 02,C11,F,71,759.15,6.632199386
STATE 15,C1B,F,71,757.19,6.629614213
STATE 04,C11,M,71,756.38,6.628543895
STATE 15,C6 ,M,71,750,6.620073207
STATE 15,C11,F,71,738.51,6.604634643
STATE 13,C6 ,F,71,731.03,6.594454499
STATE 14,C71,M,71,730.59,6.593852427
STATE 04,C1 ,F,71,700,6.551080335
STATE 15,C6 ,F,71,696.83,6.546541479
STATE 06,C6 ,F,71,693.96,6.542414322
STATE 15,C11,F,71,681.14,6.523767865
STATE 15,C7 ,F,71,680.01,6.522107504
STATE 15,F11,F,71,679.2,6.520915635
STATE 15,C6 ,M,71,678.49,6.519869741
STATE 07,C6 ,M,71,673.93,6.513126248
STATE 10,C11,F,71,636.7,6.456298587
STATE 10,C1B,M,71,629.68,6.445211754
STATE 15,C6 ,F,71,623.89,6.435974071
STATE 06,C6 ,M,71,597.06,6.392017611
STATE 04,C7 ,M,71,593.14,6.385430459
STATE 12,C6 ,M,71,579.38,6.361958566
STATE 02,C6 ,M,71,579.18,6.36161331
STATE 02,C6 ,F,71,576.57,6.357096755
STATE 15,C6 ,M,71,564.6,6.336117516
STATE 13,C1 ,F,71,562.05,6.331590814
STATE 15,C6 ,M,71,555.61,6.320066609
STATE 15,C1 ,M,71,544.14,6.299206567
STATE 15,C6 ,M,71,543.54,6.298103301
STATE 15,C7 ,M,71,541.67,6.29465696
STATE 13,C11,F,71,527.34,6.267845502
STATE 17,C6 ,F,71,525.23,6.263836262
STATE 17,C1B,F,71,525.14,6.263664894
STATE 15,C1A,M,71,516.87,6.247791392
STATE 15,C6 ,M,71,500,6.214608098
STATE 02,C6 ,M,71,499.91,6.214428082
STATE 04,C6 ,F,71,497.22,6.209032584
STATE 07,C6 ,M,71,465.04,6.142123423
STATE 06,C6 ,M,71,451.31,6.112154465
STATE 15,C6 ,F,71,445.92,6.100139564
STATE 02,F11,M,71,439.08,6.084681629
STATE 04,C7 ,F,71,394,5.976350909
STATE 17,C11,M,71,364.63,5.898883141
STATE 01,C1 ,F,71,342.24,5.835512245
STATE 15,C6 ,F,71,335.58,5.815860378
STATE 04,C6 ,F,71,332.06,5.805315675
STATE 02,C6 ,F,71,331.96,5.80501448
STATE 15,C6 ,M,71,315.53,5.754253765
STATE 15,C11,F,71,315,5.752572639
STATE 17,F6 ,F,71,309.53,5.735055018
STATE 06,C6 ,M,71,308.96,5.733211819
STATE 06,C6 ,F,71,298.19,5.697730867
STATE 15,C6 ,M,71,296.64,5.692519282
STATE 04,F6 ,M,71,296.61,5.692418145
STATE 15,C11,M,71,280.36,5.636074492
STATE 15,C6 ,F,71,276.41,5.621885271
STATE 02,C1 ,M,71,271.36,5.603446353
STATE 15,C11,F,71,221.76,5.401595716
STATE 15,C11,M,71,220.76,5.397076139
STATE 15,C6 ,M,71,216.67,5.378375459
STATE 02,C6 ,F,71,151.75,5.02223443
STATE 15,F6 ,M,71,111.99,4.718409582
STATE 06,C11,M,71,87,4.465908119
STATE 02,C11,F,71,10,2.302585093
STATE 10,C7B,F,70,21404.96,9.97137795
STATE 06,C7B,F,70,19348.67,9.870378962
STATE 15,C71,M,70,17381.23,9.763146167
STATE 15,C1 ,F,70,14958.11,9.613008907
STATE 06,C1 ,F,70,13835.56,9.534997368
STATE 03,C71,M,70,10527.4,9.261736661
STATE 15,C7 ,F,70,8899.39,9.093738014
STATE 02,F71,M,70,8785.14,9.080816937
STATE 07,C7 ,M,70,7851.75,8.968491716
STATE 06,C1 ,M,70,7751.55,8.955648102
STATE 15,C71,F,70,7240.46,8.887440019
STATE 17,C71,F,70,6686.93,8.807910154
STATE 15,C7A,M,70,5711.53,8.650242218
STATE 02,C7 ,M,70,5705.38,8.649164868
STATE 15,C72,F,70,4784.73,8.473184876
STATE 12,C11,F,70,4140.34,8.328533189
STATE 07,C7 ,F,70,3804.44,8.243924085
STATE 06,C7B,M,70,3760.07,8.232192853
STATE 04,C7 ,M,70,3649.93,8.202463268
STATE 02,C7B,M,70,3100.86,8.039434771
STATE 15,C7 ,F,70,3000,8.006367568
STATE 12,C1 ,M,70,2839.35,7.951330432
STATE 15,C7 ,M,70,2819.38,7.944272282
STATE 15,C71,F,70,2757.83,7.922199418
STATE 02,C1B,M,70,2664.91,7.887925565
STATE 15,C1 ,M,70,2604.35,7.864938403
STATE 15,C7 ,F,70,2565.84,7.850041189
STATE 13,C7 ,M,70,2498.83,7.823577901
STATE 02,F7 ,M,70,2498.36,7.823389796
STATE 04,C71,M,70,2390.4,7.779215995
STATE 15,C7 ,F,70,2261.71,7.723876443
STATE 13,C1 ,M,70,2221.87,7.706104463
STATE 15,C7 ,M,70,2139.9,7.668514378
STATE 02,C11,F,70,2098.31,7.648887538
STATE 15,C71,F,70,2000,7.60090246
STATE 17,C7 ,F,70,1908.4,7.554020474
STATE 03,C11,M,70,1815.31,7.504011531
STATE 12,C72,M,70,1708.23,7.443213026
STATE 03,C1 ,M,70,1642.47,7.403956485
STATE 17,C71,M,70,1639.82,7.402341759
STATE 04,C71,M,70,1600,7.377758908
STATE 10,C71,M,70,1588.1,7.370293612
STATE 02,F71,M,70,1556.03,7.349892985
STATE 02,C1 ,M,70,1505.2,7.316681059
STATE 06,C7 ,M,70,1500.48,7.313540336
STATE 04,C71,M,70,1470.11,7.293092507
STATE 15,F71,M,70,1460.86,7.286780582
STATE 15,C71,M,70,1428,7.264030143
STATE 02,F71,M,70,1412,7.252762418
STATE 06,C71,M,70,1400.07,7.244277514
STATE 01,C71,M,70,1397.89,7.242719236
STATE 15,C1B,F,70,1388.57,7.23602972
STATE 03,C71,M,70,1363.23,7.217612163
STATE 01,C71,M,70,1347.91,7.206310524
STATE 04,C72,F,70,1308.68,7.176774275
STATE 07,C7 ,F,70,1292.04,7.163977644
STATE 15,C1 ,F,70,1273.97,7.149893288
STATE 03,C71,M,70,1232.48,7.116783679
STATE 15,C7 ,F,70,1200,7.090076836
STATE 01,C1 ,F,70,1132.41,7.032103384
STATE 02,C7 ,F,70,1124.34,7.024951476
STATE 04,C7 ,M,70,1113.37,7.015146731
STATE 15,C71,M,70,1100,7.003065459
STATE 15,F1 ,M,70,1078.04,6.982899857
STATE 12,C7 ,M,70,1007.6,6.915326544
STATE 15,F7 ,M,70,998.93,6.906684706
STATE 06,C1 ,M,70,998.69,6.90644442
STATE 02,C11,M,70,993.19,6.900921985
STATE 15,C11,F,70,986.4,6.894061952
STATE 02,C11,M,70,975.5,6.88295016
STATE 04,C71,F,70,972.95,6.880332693
STATE 02,C71,M,70,964.22,6.871319484
STATE 14,F71,M,70,948.7,6.855092626
STATE 03,C71,M,70,931.33,6.836613672
STATE 07,C7 ,F,70,905.03,6.807968092
STATE 03,C11,M,70,898.55,6.800782353
STATE 13,C1B,M,70,843.56,6.737631032
STATE 15,C1 ,F,70,841.13,6.734746226
STATE 02,C1 ,F,70,834.82,6.727216133
STATE 15,C1 ,M,70,822.1,6.711862042
STATE 14,C7 ,F,70,812.89,6.700595799
STATE 15,C11,M,70,798.43,6.682647299
STATE 04,C7 ,F,70,784.78,6.665403424
STATE 15,C1 ,F,70,762.22,6.636235228
STATE 17,C71,M,70,761.22,6.634922409
STATE 14,C1 ,F,70,754.56,6.626134798
STATE 15,C71,F,70,733.64,6.598018445
STATE 07,C7 ,M,70,724.08,6.584901884
STATE 06,C1 ,F,70,710.2,6.565546621
STATE 15,F1 ,M,70,707.61,6.561893094
STATE 01,F7 ,F,70,707.4,6.561596277
STATE 10,C11,F,70,685.71,6.530454798
STATE 06,C7 ,F,70,683.06,6.526582703
STATE 04,C71,F,70,675.47,6.515408745
STATE 02,C71,M,70,674.7,6.514268148
STATE 02,C71,M,70,667,6.502790046
STATE 02,C7 ,M,70,646.16,6.471047151
STATE 15,C7 ,M,70,622.53,6.43379182
STATE 17,C71,M,70,620.8,6.431008969
STATE 06,C1 ,M,70,611.58,6.416045772
STATE 04,C71,M,70,610.66,6.414540339
STATE 06,C1 ,M,70,608.88,6.411621204
STATE 15,F11,M,70,604.95,6.40514581
STATE 15,C2 ,M,70,600.59,6.397912505
STATE 15,C71,M,70,587.51,6.375893267
STATE 17,C71,F,70,580.48,6.363855347
STATE 14,F71,M,70,569.8,6.345285422
STATE 17,C7 ,M,70,532.14,6.276906613
STATE 13,C7 ,M,70,498.42,6.211443095
STATE 15,C11,M,70,494.21,6.202960528
STATE 04,C71,F,70,490.25,6.194915465
STATE 17,C7 ,F,70,489.73,6.193854219
STATE 15,C7 ,F,70,479.66,6.17307752
STATE 01,C11,M,70,472.72,6.158503247
STATE 15,C7 ,M,70,465.5,6.143112097
STATE 10,C71,F,70,460.22,6.131704636
STATE 17,C7B,M,70,457.31,6.125361498
STATE 04,C71,M,70,446.57,6.101596163
STATE 15,C72,F,70,426.3,6.055143324
STATE 06,C1 ,F,70,425.76,6.053875807
STATE 03,C11,M,70,396.76,5.983331564
STATE 15,C11,M,70,376.06,5.929748705
STATE 12,C1B,M,70,369.59,5.912394283
STATE 04,C7 ,M,70,354.86,5.871723345
STATE 15,C1 ,F,70,329.91,5.79881989
STATE 15,C1 ,M,70,316.5,5.757323242
STATE 10,C7 ,F,70,295.69,5.689311608
STATE 04,C71,M,70,280.45,5.636395456
STATE 15,C71,F,70,272.83,5.608848891
STATE 02,C1 ,F,70,272.01,5.60583883
STATE 15,C11,M,70,268.6,5.593223284
STATE 04,C7 ,M,70,258.5,5.554895694
STATE 04,C71,M,70,254.2,5.538121359
STATE 15,C7 ,M,70,252,5.529429088
STATE 06,C71,M,70,246.96,5.50922638
STATE 14,F11,F,70,237.39,5.469704358
STATE 14,C7 ,F,70,191.09,5.252744521
STATE 15,F71,M,70,172.95,5.153002535
STATE 15,F71,M,70,170.46,5.138500665
STATE 15,C71,M,70,149.63,5.00816558
STATE 01,C7 ,F,70,111.56,4.714562563
STATE 02,C1 ,M,70,64,4.158883083
STATE 15,C1 ,M,70,53.98,3.988613608
STATE 17,C7 ,M,70,50,3.912023005
STATE 07,C7 ,F,69,60000,11.00209984
STATE 02,C11,M,69,17240.81,9.755034527
STATE 15,C71,M,69,15210.32,9.629729424
STATE 10,C7 ,M,69,11392.59,9.340718423
STATE 04,C7 ,F,69,9872.23,9.197481044
STATE 06,C7 ,F,69,9756.78,9.185717707
STATE 02,C7 ,M,69,8866.14,9.089994806
STATE 01,C7 ,F,69,7523.88,8.925837241
STATE 15,C7 ,F,69,5638.67,8.637403501
STATE 06,C1 ,F,69,4643.8,8.443288276
STATE 02,C7 ,M,69,4619,8.43793351
STATE 13,C1 ,F,69,4592.5,8.432179817
STATE 03,C71,M,69,4586,8.430763463
STATE 15,C1 ,M,69,4161.48,8.333626059
STATE 15,C7 ,M,69,4016.56,8.298181094
STATE 15,C7A,M,69,4000,8.29404964
STATE 12,C11,M,69,3864.06,8.259473723
STATE 15,C1 ,M,69,3741.14,8.227145657
STATE 17,C71,F,69,3725.26,8.222891927
STATE 17,C7B,M,69,3523.9,8.16732361
STATE 15,C1 ,M,69,3500,8.160518247
STATE 17,C71,M,69,3437.17,8.142403737
STATE 10,F1 ,M,69,3401.33,8.131921811
STATE 12,C11,F,69,3123.61,8.046744663
STATE 01,C71,F,69,3064.5,8.027639703
STATE 10,C7B,M,69,3007.96,8.009017387
STATE 15,C11,M,69,2963.39,7.994089162
STATE 06,C71,M,69,2848.08,7.954400362
STATE 17,C7 ,F,69,2773.08,7.927713895
STATE 02,C1 ,M,69,2533,7.83715965
STATE 07,F71,M,69,2431.79,7.796382891
STATE 06,C1 ,F,69,2378.85,7.774372457
STATE 15,C7 ,M,69,2235.69,7.712305184
STATE 13,C7B,M,69,2202.5,7.697348358
STATE 10,F7 ,M,69,2192.98,7.693016628
STATE 14,F7 ,M,69,2182.08,7.688033829
STATE 15,F71,M,69,2143.83,7.670349228
STATE 02,C1B,F,69,2066.24,7.633485809
STATE 13,C71,F,69,2061.95,7.631407416
STATE 02,C7 ,M,69,2025,7.61332498
STATE 03,C7 ,M,69,2003.4,7.602601016
STATE 06,C11,M,69,1888.25,7.543405753
STATE 04,C7 ,M,69,1863.54,7.530233184
STATE 17,C71,M,69,1856.45,7.526421341
STATE 02,C7 ,F,69,1821.66,7.507503452
STATE 10,C71,M,69,1752.16,7.468604592
STATE 02,F11,F,69,1731,7.456454555
STATE 12,C11,F,69,1709.08,7.443710493
STATE 15,C11,F,69,1686.2,7.430232755
STATE 15,C1A,F,69,1650,7.408530567
